engine_id,cycle,set1,set2,set3,sensor_val1,sensor_val2,sensor_val3,sensor_val4,sensor_val5,sensor_val6,sensor_val7,sensor_val8,sensor_val9,sensor_val10,sensor_val11,sensor_val12,sensor_val13,sensor_val14,sensor_val15,sensor_val16,sensor_val17,sensor_val18,sensor_val19,sensor_val20,sensor_val21
1,32,100.0,0.0005,-0.0003,9050.97,521.92,8129.7,1591.38,554.96,39.02,518.67,0.03,2388.07,1400.36,100.0,392,2388.04,1.3,642.33,2388,8.4148,21.61,47.25,14.62,23.4999
1,33,100.0,-0.0042,-0.0004,9047.13,521.91,8134.42,1588.4,554.61,38.83,518.67,0.03,2388.08,1402.43,100.0,392,2388.04,1.3,642.71,2388,8.3753,21.61,47.28,14.62,23.3506
1,34,100.0,0.0015,-0.0001,9046.46,521.7,8126.61,1581.47,554.3,38.81,518.67,0.03,2388.09,1400.48,100.0,392,2388.03,1.3,642.54,2388,8.4349,21.61,47.47,14.62,23.3092
1,35,100.0,0.0003,0.0002,9045.76,521.75,8140.17,1590.0,554.3,39.13,518.67,0.03,2388.01,1403.0,100.0,391,2388.04,1.3,642.44,2388,8.443,21.61,47.31,14.62,23.4164
1,36,100.0,-0.0004,-0.0002,9044.56,522.32,8132.48,1581.72,554.53,38.86,518.67,0.03,2388.04,1405.54,100.0,392,2388.01,1.3,642.54,2388,8.4246,21.61,47.25,14.62,23.4308
1,37,100.0,-0.0004,-0.0,9055.44,522.29,8131.95,1579.11,554.63,38.99,518.67,0.03,2388.04,1398.9,100.0,392,2388.07,1.3,641.99,2388,8.4142,21.61,47.29,14.62,23.4352
1,38,100.0,-0.0018,-0.0002,9055.27,522.42,8136.61,1589.6,554.7,39.06,518.67,0.03,2388.08,1399.5,100.0,392,2388.08,1.3,641.93,2388,8.4158,21.61,47.27,14.62,23.4768
1,39,100.0,-0.003,-0.0001,9051.76,522.23,8131.81,1583.21,553.97,38.7,518.67,0.03,2388.05,1400.69,100.0,392,2388.02,1.3,642.01,2388,8.414,21.61,47.12,14.62,23.3699
1,40,100.0,-0.0,-0.0004,9052.98,521.84,8131.03,1582.08,554.57,38.84,518.67,0.03,2388.01,1401.77,100.0,392,2388.06,1.3,642.24,2388,8.3784,21.61,47.33,14.62,23.3769
1,41,100.0,0.0033,0.0004,9048.99,522.07,8138.08,1591.31,553.72,39.13,518.67,0.03,2388.03,1403.21,100.0,392,2388.06,1.3,642.4,2388,8.437,21.61,47.09,14.62,23.4444
1,42,100.0,0.0005,-0.0004,9057.06,522.23,8130.88,1584.66,553.94,39.0,518.67,0.03,2388.05,1401.38,100.0,392,2388.08,1.3,642.12,2388,8.4137,21.61,47.49,14.62,23.375
1,43,100.0,-0.0027,0.0005,9057.88,522.74,8127.22,1591.52,553.68,38.99,518.67,0.03,2388.09,1406.05,100.0,392,2388.03,1.3,642.24,2388,8.4068,21.61,47.32,14.62,23.3148
1,44,100.0,-0.0001,0.0002,9046.87,522.3,8131.45,1586.94,554.15,39.06,518.67,0.03,2388.0,1401.2,100.0,392,2388.04,1.3,641.93,2388,8.4201,21.61,47.45,14.62,23.4753
1,45,100.0,-0.0013,-0.0,9060.32,521.73,8128.31,1582.42,553.83,38.79,518.67,0.03,2388.05,1399.16,100.0,393,2388.08,1.3,642.53,2388,8.4099,21.61,47.45,14.62,23.3943
1,46,100.0,0.0003,0.0001,9060.38,522.02,8128.71,1588.29,553.76,38.93,518.67,0.03,2388.08,1401.27,100.0,393,2388.06,1.3,642.43,2388,8.3977,21.61,47.2,14.62,23.3745
1,47,100.0,0.0,0.0005,9052.04,521.84,8126.21,1580.32,554.38,38.99,518.67,0.03,2388.05,1402.89,100.0,392,2388.06,1.3,642.21,2388,8.3973,21.61,47.22,14.62,23.4873
1,48,100.0,0.0019,0.0001,9045.26,521.91,8129.99,1588.51,554.02,38.94,518.67,0.03,2388.06,1399.16,100.0,392,2388.08,1.3,641.89,2388,8.4376,21.61,47.4,14.62,23.365
1,49,100.0,-0.0014,0.0005,9050.64,521.37,8135.48,1584.35,554.23,39.06,518.67,0.03,2388.04,1397.76,100.0,392,2388.07,1.3,642.23,2388,8.4151,21.61,47.22,14.62,23.4498
1,50,100.0,-0.0032,-0.0001,9048.6,522.33,8127.3,1588.49,553.92,38.85,518.67,0.03,2388.09,1403.62,100.0,392,2388.06,1.3,642.77,2388,8.4116,21.61,47.47,14.62,23.4106
1,51,100.0,-0.001,0.0003,9047.09,521.91,8134.36,1585.54,553.73,38.94,518.67,0.03,2388.05,1400.42,100.0,393,2388.02,1.3,642.81,2388,8.4504,21.61,47.12,14.62,23.3651
1,52,100.0,0.0018,-0.0001,9056.01,522.1,8132.82,1583.77,553.04,39.0,518.67,0.03,2388.07,1395.57,100.0,391,2388.04,1.3,642.76,2388,8.4539,21.61,47.07,14.62,23.3388
1,53,100.0,0.0021,-0.0001,9051.15,521.96,8134.38,1579.82,554.16,38.9,518.67,0.03,2388.06,1402.26,100.0,392,2388.05,1.3,642.61,2388,8.4418,21.61,47.29,14.62,23.3775
1,54,100.0,-0.0002,0.0005,9056.29,522.44,8129.95,1592.59,553.95,38.96,518.67,0.03,2388.06,1401.2,100.0,392,2388.04,1.3,642.42,2388,8.4189,21.61,47.38,14.62,23.2348
1,55,100.0,0.0009,-0.0,9048.94,522.11,8134.1,1584.95,554.45,39.06,518.67,0.03,2388.02,1401.58,100.0,392,2388.04,1.3,642.41,2388,8.4071,21.61,47.4,14.62,23.3567
1,56,100.0,0.0007,-0.0002,9042.42,522.48,8135.4,1586.33,553.98,38.68,518.67,0.03,2388.04,1400.76,100.0,391,2388.01,1.3,642.49,2388,8.4022,21.61,47.26,14.62,23.3408
1,57,100.0,-0.0033,0.0,9050.8,521.62,8135.48,1583.67,553.42,38.84,518.67,0.03,2388.08,1402.79,100.0,392,2388.05,1.3,642.13,2388,8.4263,21.61,47.29,14.62,23.3567
1,58,100.0,-0.0014,0.0001,9050.33,522.21,8132.08,1590.46,554.14,38.93,518.67,0.03,2388.04,1397.99,100.0,390,2388.09,1.3,641.9,2388,8.4319,21.61,47.26,14.62,23.2893
1,59,100.0,-0.0006,0.0002,9050.06,521.32,8128.81,1596.72,554.62,38.92,518.67,0.03,2388.02,1403.51,100.0,392,2388.07,1.3,642.33,2388,8.4476,21.61,47.26,14.62,23.4444
1,60,100.0,-0.001,-0.0002,9051.69,522.49,8132.89,1582.75,554.0,38.89,518.67,0.03,2388.03,1403.07,100.0,393,2388.06,1.3,642.34,2388,8.3878,21.61,47.41,14.62,23.387
1,61,100.0,0.0004,0.0005,9050.58,522.34,8131.66,1583.55,554.09,38.89,518.67,0.03,2388.09,1405.52,100.0,391,2388.11,1.3,642.1,2388,8.4264,21.61,47.31,14.62,23.3638
1,62,100.0,0.0004,0.0001,9053.62,522.19,8132.28,1581.59,554.45,39.03,518.67,0.03,2388.1,1399.54,100.0,391,2388.1,1.3,642.17,2388,8.4071,21.61,47.28,14.62,23.2707
1,63,100.0,0.0015,0.0002,9049.96,521.56,8130.73,1592.14,553.48,38.77,518.67,0.03,2388.01,1395.38,100.0,394,2388.06,1.3,642.6,2388,8.4357,21.61,47.51,14.62,23.3436
1,64,100.0,0.0017,0.0002,9043.67,521.82,8128.15,1584.51,553.88,38.93,518.67,0.03,2388.04,1400.11,100.0,391,2388.1,1.3,642.23,2388,8.4066,21.61,47.45,14.62,23.384
1,65,100.0,-0.0,0.0005,9044.01,521.54,8132.94,1584.72,553.97,38.9,518.67,0.03,2388.13,1403.24,100.0,392,2388.03,1.3,642.28,2388,8.4406,21.61,47.56,14.62,23.3752
1,66,100.0,-0.0007,-0.0004,9059.45,521.76,8128.32,1588.5,554.0,38.95,518.67,0.03,2388.05,1399.52,100.0,391,2388.06,1.3,642.5,2388,8.3911,21.61,47.14,14.62,23.3152
1,67,100.0,0.0016,-0.0004,9050.24,522.64,8134.07,1590.22,554.31,38.97,518.67,0.03,2388.08,1403.02,100.0,393,2388.1,1.3,642.33,2388,8.3925,21.61,47.39,14.62,23.291
1,68,100.0,-0.0018,0.0,9051.78,521.72,8132.39,1582.06,554.04,38.95,518.67,0.03,2388.07,1404.42,100.0,392,2388.1,1.3,642.51,2388,8.4242,21.61,47.36,14.62,23.3174
1,69,100.0,-0.0022,0.0005,9050.59,522.22,8129.13,1590.7,554.65,39.0,518.67,0.03,2388.1,1401.24,100.0,392,2388.07,1.3,642.44,2388,8.4292,21.61,47.41,14.62,23.3742
1,70,100.0,-0.0005,0.0002,9053.43,521.93,8130.36,1584.02,554.01,38.86,518.67,0.03,2388.12,1402.78,100.0,392,2388.11,1.3,642.22,2388,8.4279,21.61,47.41,14.62,23.4513
1,71,100.0,0.0016,-0.0003,9046.09,521.72,8134.28,1580.41,554.06,38.8,518.67,0.03,2388.09,1403.09,100.0,391,2388.03,1.3,642.21,2388,8.423,21.61,47.3,14.62,23.3881
1,72,100.0,-0.0017,0.0001,9054.42,521.97,8133.95,1579.25,553.76,38.84,518.67,0.03,2388.09,1406.81,100.0,391,2388.07,1.3,642.41,2388,8.3951,21.61,47.27,14.62,23.3085
1,73,100.0,-0.0012,-0.0002,9049.64,522.04,8129.85,1592.04,553.88,39.03,518.67,0.03,2388.1,1397.93,100.0,391,2388.03,1.3,642.29,2388,8.404,21.61,47.29,14.62,23.3975
1,74,100.0,0.0027,0.0001,9045.85,522.25,8132.67,1584.65,554.03,38.8,518.67,0.03,2387.97,1401.48,100.0,392,2388.07,1.3,642.96,2388,8.4135,21.61,47.58,14.62,23.382
1,75,100.0,0.0009,-0.0004,9042.32,521.77,8130.13,1582.32,553.6,38.89,518.67,0.03,2388.11,1394.82,100.0,392,2388.07,1.3,641.96,2388,8.4621,21.61,47.22,14.62,23.3521
1,76,100.0,-0.0015,0.0002,9056.55,521.58,8136.44,1589.21,553.66,39.02,518.67,0.03,2388.03,1398.94,100.0,390,2388.02,1.3,642.21,2388,8.3996,21.61,47.44,14.62,23.4428
1,77,100.0,0.0022,0.0004,9046.44,521.6,8135.25,1586.3,554.61,38.99,518.67,0.03,2388.08,1400.97,100.0,393,2388.06,1.3,642.55,2388,8.453,21.61,47.41,14.62,23.275
1,78,100.0,0.004,0.0002,9042.37,522.28,8133.91,1580.76,553.47,38.88,518.67,0.03,2388.16,1404.1,100.0,392,2388.08,1.3,641.99,2388,8.3793,21.61,47.4,14.62,23.3486
1,79,100.0,0.0022,-0.0002,9047.86,521.85,8135.4,1582.46,553.77,38.9,518.67,0.03,2388.13,1403.93,100.0,394,2388.04,1.3,642.12,2388,8.4132,21.61,47.35,14.62,23.3121
1,80,100.0,-0.0002,-0.0004,9043.67,521.52,8134.66,1591.96,553.91,38.89,518.67,0.03,2388.1,1393.58,100.0,392,2388.06,1.3,641.94,2388,8.4235,21.61,47.64,14.62,23.3613
1,81,100.0,-0.0018,-0.0004,9045.31,521.66,8128.87,1584.82,553.88,38.77,518.67,0.03,2388.05,1402.04,100.0,392,2388.1,1.3,642.73,2388,8.4247,21.61,47.43,14.62,23.373
1,82,100.0,-0.0012,0.0001,9048.22,521.95,8134.04,1589.07,554.18,38.89,518.67,0.03,2388.03,1399.17,100.0,393,2388.1,1.3,642.04,2388,8.3986,21.61,47.25,14.62,23.2713
1,83,100.0,0.0004,0.0005,9049.08,521.93,8131.32,1588.05,553.49,38.8,518.67,0.03,2388.05,1406.38,100.0,391,2388.08,1.3,642.66,2388,8.4128,21.61,47.22,14.62,23.3274
1,84,100.0,0.0005,0.0002,9050.47,521.54,8131.54,1585.52,553.91,38.73,518.67,0.03,2388.06,1406.6,100.0,392,2388.05,1.3,642.64,2388,8.4139,21.61,47.38,14.62,23.2653
1,85,100.0,0.0025,0.0003,9056.08,522.3,8135.31,1590.12,554.4,39.01,518.67,0.03,2388.05,1405.96,100.0,392,2388.01,1.3,642.28,2388,8.4499,21.61,47.36,14.62,23.284
1,86,100.0,-0.0012,0.0004,9047.26,521.82,8130.06,1588.8,553.69,38.94,518.67,0.03,2388.09,1403.56,100.0,394,2388.1,1.3,641.84,2388,8.4173,21.61,47.38,14.62,23.3945
1,87,100.0,0.0,-0.0004,9050.52,521.43,8130.41,1586.69,554.1,38.88,518.67,0.03,2388.06,1413.1,100.0,391,2388.14,1.3,642.33,2388,8.4326,21.61,47.34,14.62,23.3402
1,88,100.0,0.0029,0.0003,9046.73,522.2,8131.47,1581.29,554.48,38.9,518.67,0.03,2388.04,1406.09,100.0,392,2388.07,1.3,641.96,2388,8.4586,21.61,47.46,14.62,23.3086
1,89,100.0,0.0008,-0.0001,9055.24,521.55,8135.15,1584.73,553.91,38.95,518.67,0.03,2388.08,1402.22,100.0,392,2388.05,1.3,642.24,2388,8.4489,21.61,47.46,14.62,23.3288
1,90,100.0,0.0017,-0.0001,9051.27,521.49,8129.72,1584.38,552.88,38.98,518.67,0.03,2388.09,1412.93,100.0,391,2388.1,1.3,642.67,2388,8.3961,21.61,47.32,14.62,23.4712
1,91,100.0,0.0025,-0.0004,9050.72,521.55,8134.4,1584.84,553.54,39.11,518.67,0.03,2388.1,1404.76,100.0,394,2388.04,1.3,641.98,2388,8.3949,21.61,47.32,14.62,23.3842
1,92,100.0,0.001,-0.0002,9048.36,521.91,8131.39,1590.03,553.81,38.99,518.67,0.03,2388.05,1400.77,100.0,392,2388.14,1.3,642.89,2388,8.3982,21.61,47.45,14.62,23.3522
1,93,100.0,0.0032,0.0002,9047.87,521.43,8133.15,1593.74,554.07,38.86,518.67,0.03,2388.08,1408.48,100.0,392,2388.07,1.3,642.85,2388,8.421,21.61,47.46,14.62,23.2477
1,94,100.0,-0.0021,0.0002,9045.83,521.61,8132.4,1583.27,553.86,38.85,518.67,0.03,2388.07,1404.94,100.0,393,2388.15,1.3,642.45,2388,8.4524,21.61,47.48,14.62,23.3758
1,95,100.0,0.0019,0.0003,9048.85,521.92,8131.63,1577.6,553.91,38.76,518.67,0.03,2388.02,1410.1,100.0,394,2388.02,1.3,642.86,2388,8.4575,21.61,47.38,14.62,23.3269
1,96,100.0,-0.0034,0.0001,9048.71,521.66,8130.69,1584.07,553.34,38.88,518.67,0.03,2388.06,1395.16,100.0,392,2388.07,1.3,642.19,2388,8.4311,21.61,47.39,14.62,23.3255
1,97,100.0,0.0035,-0.0003,9046.1,521.67,8128.74,1595.77,553.4,39.01,518.67,0.03,2388.06,1407.81,100.0,392,2388.09,1.3,642.07,2388,8.4105,21.61,47.46,14.62,23.2963
1,98,100.0,0.0006,0.0004,9045.49,522.31,8127.89,1591.11,552.75,38.96,518.67,0.03,2388.06,1404.56,100.0,391,2388.06,1.3,642.0,2388,8.4012,21.61,47.37,14.62,23.2554
1,99,100.0,-0.0005,-0.0,9045.14,521.42,8131.77,1592.73,553.76,38.82,518.67,0.03,2388.1,1406.13,100.0,393,2388.08,1.3,642.46,2388,8.4481,21.61,47.4,14.62,23.2323
1,100,100.0,-0.0021,-0.0003,9045.72,521.55,8132.49,1589.63,554.22,38.93,518.67,0.03,2388.08,1411.35,100.0,392,2388.07,1.3,642.22,2388,8.4241,21.61,47.64,14.62,23.409
1,101,100.0,0.0012,0.0003,9052.3,521.89,8125.97,1584.18,553.37,38.75,518.67,0.03,2388.08,1403.41,100.0,391,2388.06,1.3,642.75,2388,8.4353,21.61,47.62,14.62,23.4149
1,102,100.0,0.0017,0.0005,9051.36,521.38,8130.4,1589.11,553.42,38.94,518.67,0.03,2388.05,1403.42,100.0,393,2388.15,1.3,642.85,2388,8.4561,21.61,47.49,14.62,23.3653
1,103,100.0,-0.0013,0.0001,9053.28,521.41,8124.4,1581.27,553.64,38.69,518.67,0.03,2388.1,1403.21,100.0,392,2388.09,1.3,642.21,2388,8.4263,21.61,47.57,14.62,23.4289
1,104,100.0,-0.0001,0.0001,9044.73,522.38,8131.89,1590.63,553.66,38.96,518.67,0.03,2388.09,1406.25,100.0,392,2388.08,1.3,642.29,2388,8.4021,21.61,47.34,14.62,23.3393
1,105,100.0,0.0024,0.0004,9048.36,521.81,8134.01,1588.28,553.11,38.77,518.67,0.03,2388.08,1403.22,100.0,393,2388.09,1.3,642.01,2388,8.4326,21.61,47.31,14.62,23.3857
1,106,100.0,0.0,0.0001,9049.82,521.51,8126.38,1589.05,553.6,39.08,518.67,0.03,2388.09,1404.45,100.0,392,2388.08,1.3,642.68,2388,8.4664,21.61,47.44,14.62,23.4148
1,107,100.0,-0.0012,-0.0001,9048.68,521.75,8132.4,1595.13,553.74,39.01,518.67,0.03,2388.07,1407.73,100.0,396,2388.07,1.3,642.53,2388,8.4241,21.61,47.35,14.62,23.4086
1,108,100.0,0.0008,0.0001,9047.03,521.52,8131.52,1585.91,554.43,38.75,518.67,0.03,2388.03,1399.47,100.0,393,2388.14,1.3,643.49,2388,8.4133,21.61,47.61,14.62,23.3032
1,109,100.0,-0.0011,-0.0003,9051.13,521.62,8130.97,1586.45,553.59,39.05,518.67,0.03,2388.11,1409.1,100.0,394,2388.1,1.3,642.49,2388,8.3757,21.61,47.58,14.62,23.3561
1,110,100.0,-0.0,0.0004,9051.4,522.01,8127.16,1590.01,554.08,39.06,518.67,0.03,2388.12,1401.27,100.0,393,2388.13,1.3,642.55,2388,8.4638,21.61,47.55,14.62,23.2951
1,111,100.0,0.0008,0.0004,9051.64,521.53,8132.4,1584.38,553.49,38.92,518.67,0.03,2388.14,1408.11,100.0,392,2388.12,1.3,642.67,2388,8.4447,21.61,47.62,14.62,23.2135
1,112,100.0,0.0005,0.0003,9051.28,521.9,8131.52,1586.46,553.19,38.84,518.67,0.03,2388.08,1401.84,100.0,394,2388.06,1.3,642.66,2388,8.4445,21.61,47.22,14.62,23.3207
1,113,100.0,0.0007,0.0001,9053.15,521.75,8129.32,1590.85,552.91,38.9,518.67,0.03,2388.16,1406.59,100.0,393,2388.1,1.3,642.68,2388,8.458,21.61,47.46,14.62,23.3101
1,114,100.0,0.0003,0.0004,9046.58,521.68,8132.36,1588.42,554.29,38.89,518.67,0.03,2388.15,1402.97,100.0,394,2388.07,1.3,642.31,2388,8.429,21.61,47.58,14.62,23.3754
1,115,100.0,-0.0017,0.0005,9050.37,521.36,8127.6,1594.84,554.13,38.93,518.67,0.03,2388.12,1406.6,100.0,393,2388.11,1.3,642.66,2388,8.4345,21.61,47.43,14.62,23.3022
1,116,100.0,-0.002,-0.0003,9049.71,521.6,8134.46,1580.31,554.4,39.03,518.67,0.03,2388.05,1401.99,100.0,394,2388.08,1.3,642.64,2388,8.4059,21.61,47.43,14.62,23.3512
1,117,100.0,0.0005,0.0004,9049.61,521.22,8126.12,1589.77,554.59,38.73,518.67,0.03,2388.1,1409.35,100.0,391,2388.1,1.3,642.38,2388,8.4256,21.61,47.52,14.62,23.1766
1,118,100.0,-0.0006,-0.0004,9051.12,521.31,8135.21,1585.67,554.25,38.88,518.67,0.03,2388.12,1409.34,100.0,393,2388.1,1.3,642.34,2388,8.4197,21.61,47.55,14.62,23.2966
1,119,100.0,0.0013,0.0005,9045.89,521.46,8123.85,1596.8,553.77,39.01,518.67,0.03,2388.09,1404.46,100.0,394,2388.1,1.3,642.67,2388,8.4194,21.61,47.55,14.62,23.3188
1,120,100.0,-0.0024,0.0005,9048.72,521.34,8125.57,1593.78,553.66,38.81,518.67,0.03,2388.1,1407.68,100.0,393,2388.1,1.3,642.81,2388,8.4029,21.61,47.6,14.62,23.3061
1,121,100.0,-0.0033,0.0004,9040.97,521.3,8133.94,1593.56,553.7,38.63,518.67,0.03,2388.04,1411.9,100.0,394,2388.07,1.3,642.63,2388,8.4263,21.61,47.44,14.62,23.422
1,122,100.0,0.0026,-0.0001,9042.39,520.92,8131.81,1593.68,553.43,38.86,518.67,0.03,2388.12,1413.97,100.0,393,2388.15,1.3,643.3,2388,8.4256,21.61,47.6,14.62,23.2793
1,123,100.0,0.0016,-0.0002,9049.44,521.6,8129.72,1586.66,552.64,38.9,518.67,0.03,2388.17,1403.04,100.0,392,2388.12,1.3,643.39,2388,8.4396,21.61,47.41,14.62,23.292
1,124,100.0,0.0025,0.0002,9053.03,521.4,8133.82,1587.14,552.26,38.8,518.67,0.03,2388.13,1402.28,100.0,393,2388.13,1.3,642.48,2388,8.4416,21.61,47.55,14.62,23.2341
1,125,100.0,-0.0004,0.0005,9046.16,521.57,8126.33,1585.47,552.44,38.68,518.67,0.03,2388.11,1406.42,100.0,394,2388.13,1.3,642.96,2388,8.4079,21.61,47.63,14.62,23.3039
1,126,100.0,0.0016,0.0001,9049.11,521.35,8130.94,1582.64,553.72,38.85,518.67,0.03,2388.08,1418.5,100.0,392,2388.05,1.3,642.49,2388,8.4378,21.61,47.49,14.62,23.2289
1,127,100.0,-0.001,0.0002,9047.9,521.34,8133.0,1586.9,553.81,38.91,518.67,0.03,2388.1,1399.49,100.0,393,2388.09,1.3,642.99,2388,8.4626,21.61,47.63,14.62,23.2772
